huuid,depart ,arrivée,type_itinéraire,difficulte,type_sol,longueur,largeur,altitude_min,altitude_max,etat_itineraire
763abe6d-2325-4ffd-b69a-b8f15b0c5bb1,"6.483167894100638,45.223891446565545","6.489145850527347,45.220520180148284",Route,,,612.36,,,,
854f1ef8-9ed6-49f7-bc1c-b1e7e1e63132,"6.481006322396065,45.227449150094785","6.483167894100638,45.223891446565545",Route,,,448.33,,,,
b28700f5-7258-4427-99c3-6471605aa623,"6.475513918804828,45.22470998128853","6.481006322396065,45.227449150094785",Sentier,,Cailloux + terre,1094.25,"0,8 m",,,Bon
c3b16f74-6fc5-43ab-9cf5-0a2293fafb50,"6.470445495119741,45.229764353706535","6.474785309236043,45.224542953434046",Sentier,,Herbe,711.03,"1,2 m",,,Bon
1ac9eadd-1c83-49a7-b3c9-bd36b257d3a5,"6.468693727310763,45.243070850685","6.475872417996395,45.236202267109434",Sentier,,Herbe + terre,1009.38,"0,8 m",,,Bon
7aefebb3-30c6-4315-8ffc-c39ae16eeb35,"6.460067512255343,45.23387767379995","6.462206724777785,45.23463446354088",Sentier,,Herbe + terre,218.76,"0,8 m",,,Bon
9484cb03-c797-4f0a-93cc-7e2f073a1860,"6.4619637,45.2595424","6.461484804941971,45.25985804774239",Chemin,,Herbe,51.41,"2,00 m",,,Bon
4e34ac71-0c62-4240-a81e-c67e4222eb75,"6.495420528295168,45.23211365916375","6.493439651699326,45.23384904766668",Sentier,,Herbe,285.1,"0,4 m",,,Mauvais
931fcd9b-52b8-49a0-b320-f7445a3e7a9e,"6.544799165039325,45.209645231014896","6.54794517689662,45.21101762578812",Sentier,,Herbe + terre,299.84,"0,8 m",,,Bon
18b43485-2721-48f1-af70-4175e4c800c6,"6.54794517689662,45.21101762578812","6.550922333185822,45.210275128280095",Route,,,289.95,,,,
6ada4815-b299-4f44-8bba-ff38aab5da23,"6.552081643312818,45.21166435083233","6.553573276712786,45.21137410215561",Sentier,,Herbe + terre,142.49,"0,4 m",,,Bon
20cac8cb-9b7a-4ab8-85e1-453fd01ef7a6,"6.555065519758546,45.2110937220464","6.555963121152462,45.21319911249476",Sentier,,Herbe + terre,409.2,"0,4 m",,,Bon
123d8183-5693-4629-8567-ae68aeebfd5d,"6.457388189937772,45.25818073524049","6.458056060989674,45.25809766120165",Sentier,,,254.98,,,,
7895ca8c-0578-4405-9528-f89cd93659c2,"6.444504442186541,45.20268197647598","6.444326224142043,45.20282952258574",Chemin,,Cailloux + terre,21.73,"3,5 m",,,Bon
c3f445d0-e997-4473-9b60-f1c098657fec,"6.470445495119741,45.229764353706535","6.469773268271688,45.23112186302076",Route,,,162.99,,,,
1b864634-41e7-4d01-a5e0-ecd8e0b3aecc,"6.469444570667273,45.23104851053593","6.469773268271688,45.23112186302076",Sentier,,Herbe,27.14,"1,2 m",,,Bon
6f0064f0-b27b-4e4e-b8eb-c49fa8ea45cb,"6.4119195880935,45.07610682577774","6.422440199672222,45.07920576457668",Sentier,,Herbe,1180.74,"0,8 m",,,Assez bon
24a68a1d-bd00-4ada-81a6-0189dd57d473,"6.41538343436201,45.14807265182021","6.416674516744136,45.14830765639312",Inexistant,,,156.69,,,,
aedef74e-ca63-4ad2-ada2-8ade8f8591a1,"6.452952742108383,45.15819568831908","6.447706341583156,45.15572929542849",Sentier,,,1108.04,,,,
51a3efef-88d8-4d6e-baa2-480b1e46d211,"6.470290897964438,45.205825216260315","6.470901550395771,45.20154438816001",Sentier,,Terre,555.21,"0,8 m",,,Bon
f10602de-a53b-4f35-b869-b5b096f3a11b,"6.464734001307604,45.20732754662804","6.470901550395771,45.20154438816001",Chemin,,Herbe,1020.96,"3,5 m",,,Bon
7431a2cf-aa62-490c-9dd0-d36c33bd61ee,"6.440486691267301,45.20808072818182","6.444162210445146,45.214717896939",Chemin,,Cailloux + terre,820.72,"2,00 m",,,Assez bon
3e59d5ca-5ecc-4b44-8eec-e1742d04fb4b,"6.471319976414498,45.20076573429947","6.469279709198711,45.199559933084196",Chemin,,Cailloux + herbe,638.36,"2,00 m",,,Assez bon
3c778feb-9d63-495c-8feb-34a4dfeaa92e,"6.462233988746495,45.201505214407234","6.454066384152036,45.19881531709542",Sentier,,Herbe + terre,924.56,"0,4 m",,,Mauvais
0f70cfbe-d79f-49eb-b36c-03c74a364138,"6.561541743370478,45.109180666255675","6.550209469224965,45.098142693312035",Sentier,,,1699.23,,,,
5cb7ef0f-ea15-4604-b47f-9b04b8b273c1,"6.534492632776774,45.11427213601284","6.539589840933523,45.099341689613695",Inexistant,,,1860.16,,,,
14b66fb3-2718-41cd-8904-44913f9bb221,"6.498597924935358,45.16987990876085","6.495795017271561,45.167079302450176",Sentier,,Herbe + terre,419.64,"0,4 m",,,Mauvais
13f1d752-1e4a-44a3-99c6-6ac97b6a2b63,"6.489061999955336,45.18736157335917","6.48574878361454,45.183098961114645",Sentier,,Herbe,929.89,"0,8 m",,,Bon
5cb22d6b-c9de-46f4-9f31-b7bd8f19e13f,"6.489061999955336,45.18736157335917","6.488813534842395,45.18742151241748",Sentier,,Herbe + terre,23.57,"0,4 m",,,Bon
f211ff48-fcd6-4974-ae01-79ef59d0bac2,"6.482422566479814,45.23041917250161","6.481984801084871,45.23131789987319",Route,,,109.49,,,,
c230eb79-50db-4b25-a52b-4aeda54b33eb,"6.474785309236043,45.224542953434046","6.47531585316412,45.22445400449038",Route,,,45.18,,,,
45ca5648-2ada-438c-8da1-be9c1bb95348,"6.542664627628757,45.2310807594033","6.536538549239308,45.23300783476682",Inexistant,,,611.37,,,,
a69219fb-e5e3-4cd4-8494-47d341274785,"6.444465585460865,45.15265336678943","6.43886371795614,45.15597100294469",Sentier,,Herbe,608.55,"1,2 m",,,Mauvais
37180e3f-b35a-4586-807e-47528163cf3e,"6.437891766269772,45.15672959745962","6.433955889307013,45.15799460064882",Sentier,,,347.2,,,,
c0fe4bab-13bf-4f47-bd5e-c186e4f82e99,"6.41856073679098,45.12693665219949","6.418582193994837,45.12620618105049",Route,,,82.22,,,,
d9d737ea-feb0-452f-bb28-31f01c10e5ef,"6.417595141223858,45.13235623334145","6.418555371645665,45.12694422139087",Chemin,,,659.63,,,,
7b561479-8312-446f-954f-fcc84a1385be,"6.471319976414498,45.20076573429947","6.471972196100034,45.194533795035404",Sentier,,Cailloux + terre,787,"0,4 m",,,Mauvais
cee79b21-5d51-4153-8348-6c542ddd8d29,"6.470901550395771,45.20154438816001","6.471319976414498,45.20076573429947",Chemin,,Herbe,106.61,"2,00 m",,,Bon
dc3b2bed-479a-4945-86c6-e05a446d9b31,"6.470290897964438,45.205825216260315","6.470071854538346,45.206941758061646",Route,,Goudron,132.76,"3,5 m",,,
eda12402-a4ba-42ee-81f8-7375304a62fa,"6.470071854538346,45.206941758061646","6.469567598782088,45.209904802214844",Sentier,,Cailloux + herbe,352.11,"1,2 m",,,Bon
57ff8dca-b247-4133-9403-3e1278c3ff74,"6.469567598782088,45.209904802214844","6.469297294244519,45.210329193733585",Route,,,54.67,,,,
6a966a9c-6555-403f-9d29-cd68f1d80db6,"6.46783291247263,45.212062098602395","6.469297294244519,45.210329193733585",Sentier,,Cailloux + herbe,233.01,"1,2 m",,,Bon
a9a190c0-6c1b-46a2-95f2-dece8c97764c,"6.465515275817778,45.200514737557704","6.466910024591892,45.199528170595705",Chemin,,Cailloux + terre,180.49,"3,5 m",,,Bon
53f3bbc9-e069-4800-88d3-d466c6683bc6,"6.424075742110562,45.15785937469674","6.423811025908584,45.15794347260687",Sentier,,Cailloux + terre,2021-05-23 00:00:00,"0,4 m",,,Bon
80627b2d-96ba-4fdc-af7e-1292a953ada7,"6.458454979343308,45.149961952957035","6.458589089220044,45.15017192466892",Chemin,,Cailloux + terre,25.61,"3,5 m",,,Bon
898b0605-7de1-4971-bbf3-531c83ff033e,"6.423470168405999,45.07886721379081","6.422440199672222,45.07920576457668",Route,,Goudron,90.51,"3,5 m",,,Bon
440a7a24-4f0f-4445-b928-be28515f30be,"6.489473394453939,45.22027406050272","6.490548935244786,45.219575147601",Route,,,119.92,,,,
0a180f32-32f5-4ec3-a1e7-d56d79cce759,"6.462669826735971,45.1302147648785","6.462456871148854,45.13096096981827",Chemin,,Cailloux + terre,89.63,"3,5 m",,,Bon
8781d2d7-3119-48fe-ac46-7daf4b421f24,"6.573509030558084,45.1988453674752","6.571554592369468,45.199913214915426",Sentier,,Cailloux + terre,220.85,"0,4 m",,,Bon
e8bb92c3-87e2-4f80-84bb-a70f19d6cc6f,"6.458426976901885,45.15290293060241","6.459698088453848,45.152336072101335",Chemin,,Cailloux + terre,121.53,"3,5 m",,,Bon
80de82ad-dbf2-4304-895a-2becae9c4e12,"6.470437059964318,45.25339777618395","6.468799760615211,45.253784479631015",Chemin,,Gravier,143.35,"2,00 m",,,Bon
8fe75292-290e-4562-9189-41732ce81387,"6.47386348719905,45.25254417603271","6.470501252492763,45.25335832410826",Chemin,,Gravier,401.97,"2,00 m",,,Bon
09e74a04-225e-40b9-9422-2df12b29c062,"6.473445063223014,45.25241577533712","6.472789566281033,45.25043907626476",Route,,Goudron,245.24,"2,00 m",,,Bon
fbed0f13-7589-4c79-8379-427edcf4f9ab,"6.497863000770887,45.17071760453778","6.497916094581096,45.17196563064719",Route,,Goudron,216.71,"3,5 m",,,Bon
275ecce2-6395-46ea-a98c-31204909d5e6,"6.460515197994416,45.254984854201","6.460050838866024,45.250771972091925",Sentier,,Terre,485.12,"0,8 m",,,Bon
4a33c520-85ea-4c2f-8fe9-c41f64db3ae5,"6.459951200195217,45.24795464151761","6.458663692795973,45.24605148227079",Sentier,,Terre,248.63,"0,8 m",,,Bon
30459699-2227-4a2c-a27b-ce9c27666b04,"6.573836707256153,45.19717457005205","6.56941154541544,45.199262773401124",Sentier,,,457.85,,,,
94419cf1-0e53-4b54-be76-07313d61793f,"6.47636566323347,45.218451311285364","6.479410834835211,45.215212437372436",Sentier,,Herbe + terre,494.17,"1,2 m",,,Bon
25031554-a361-4461-8079-a2b5c4104ef0,"6.429986684944001,45.16422831887586","6.431137689267463,45.16447511484864",Route,,,99.08,"2,00 m",,,Bon
ba837bd0-a341-4cad-855e-940cbbd9597c,"6.43112964133447,45.16447700647328","6.434026097319753,45.16623496803411",Route,,,524.79,"3,5 m",,,Bon
2b8f199c-982f-4a08-ace3-4fa8429f2016,"6.420231178748357,45.16878318272092","6.421183362123091,45.16833122928232",Sentier,,Cailloux + herbe,116.25,"1,2 m",,,Bon
93a20d29-6934-4fd8-9b10-18ca992492a8,"6.421177998224427,45.168335011434955","6.423731461851247,45.16838985095712",Sentier,,Herbe + terre,213.12,"0,8 m",,,Bon
6e1879e9-9af2-4a21-8164-88c5619170ea,"6.470333185297675,45.072964428886806","6.472629157444336,45.07246436065339",Sentier,,,196.66,,,,
ea424ecc-eeca-45ac-a6c4-2704afaf881c,"6.440706949562994,45.24345981913628","6.438070145743404,45.2447031141816",Chemin,,Gravier,252.28,"2,00 m",,,Bon
319d556c-7eb2-4317-9736-61d771a72243,"6.441999310830991,45.24079509198187","6.442645524006195,45.24114001292772",Route,,Goudron,69.03,"3,5 m",,,Bon
1a2a40df-5e92-4674-b1af-17ce967a7c93,"6.442213539917515,45.24069310470938","6.441999310830991,45.24079509198187",Sentier,,Gravier,20.28,"0,8 m",,,Bon
e7c654f5-1504-454a-9b76-aef387e72569,"6.445445530861572,45.235953103458996","6.445709319316035,45.235467861728026",Sentier,,Herbe,72.63,"0,8 m",,,Bon
146d2add-882e-4a65-8c02-9d1c1fb7bb67,"6.463131295576443,45.208303398927654","6.464734001307604,45.20732754662804",Route,,Goudron,400.99,"2,00 m",,,Bon
c50bfefd-03de-4d65-8291-aa54541a92b0,"6.469279709198711,45.199559933084196","6.466910024591892,45.199528170595705",Chemin,,Cailloux + terre,424.31,"0,8 m",,,Assez bon
6f4aff33-759a-4945-9901-641479ae6bb9,"6.465590377726261,45.20060167556863","6.462233988746495,45.201505214407234",Sentier,,Cailloux + terre,310.99,"3,5 m",,,Assez bon
c05a9cca-3085-4bdb-9b4f-ec93d33bae83,"6.45111921235931,45.196913490021494","6.449576052694625,45.20146095150034",Sentier,,Herbe,560.47,"2,00 m",,,Bon
c9d401e0-cb63-4ece-98ef-cafd4420be11,"6.495795017271561,45.167079302450176","6.49403954184467,45.16575896336807",Sentier,,Herbe + gravier,325.99,"2,00 m",,,Bon
3188f1a1-60ad-4288-b925-1f482ebe18d6,"6.497863000770887,45.17071760453778","6.498597924935358,45.16987990876085",Chemin,,Herbe,114.24,"3,5 m",,,Bon
b3fe0127-c9ef-4771-a214-3e8d443acf47,"6.472980706659749,45.19469256772521","6.471972196100034,45.194533795035404",Sentier,,Cailloux + terre,128.46,"0,8 m",,,Bon
52ab4fef-3d8e-4c5f-ac53-f9a9252a25a5,"6.471972196100034,45.194533795035404","6.470582358972004,45.192891970660874",Sentier,,Cailloux + terre,519.9,"0,4 m",,,Assez bon
44d211c0-ab08-44d0-a858-9ab99d1689f8,"6.474696270585039,45.22117044135518","6.473509818002354,45.22079904442945",Sentier,,Cailloux + gravier,105.7,"1,2 m",,,Bon
6bec6ffc-33e6-45e1-92d9-974c4a36a062,"6.479410834835211,45.215212437372436","6.480011133880437,45.213826356644276",Sentier,,Gravier,179.32,"2,00 m",,,Bon
104a416a-bceb-4230-8bcc-fa77cffb2b6d,"6.574848540146138,45.2168981913561","6.575934834750602,45.216658234964456",Sentier,,Cailloux + terre,90.54,"0,8 m",,,Bon
18423c2c-7fc0-4546-ad1e-f95c7d34d28d,"6.555065519758546,45.2110937220464","6.553573276712786,45.21137410215561",Route,,,124.41,,,,
987dc26f-1c29-432e-94d4-070f8b5c4dcd,"6.557501300163433,45.2034583305409","6.557133838179813,45.20355849316266",Sentier,,Cailloux + terre,31.51,"0,4 m",,,Bon
3911d239-9ba9-4e59-8b6b-daa62a70aa6f,"6.438301868838844,45.188767758445685","6.437706588812912,45.18511830773894",Sentier,,Herbe,419.19,"0,8 m",,,
665040b0-81b6-4718-93ef-88aaac5cdb64,"6.439077932852743,45.20095836417789","6.438605965943219,45.20046712161425",Sentier,,,67.74,"0,4 m",,,Mauvais
46942420-eeac-4d2e-87be-811d5924bfd5,"6.429929612436915,45.171044861178956","6.430370418729535,45.17130123265214",Sentier,,Herbe,205.17,"1,2 m",,,Bon
41429eaa-2933-4159-b867-16b6cbdb53ab,"6.440388531409013,45.183947143403195","6.439909694446897,45.183265270920806",Route,,Goudron,91.12,"3,5 m",,,Bon
0d3ad3bc-dd58-4e37-84ce-87fd09ecd80d,"6.445351283116796,45.203609846253116","6.444326224142043,45.20282952258574",Sentier,,Herbe + terre,126.36,"2,00 m",,,Bon
5317f97e-5308-4644-b8ed-b183a56fb0ed,"6.444758190738373,45.2027273654054","6.445351283116796,45.203609846253116",Inexistant,,Herbe,111.93,,,,Bon
8e0a20d1-9550-407d-bb1a-c801971d031d,"6.445414753530085,45.210390051917145","6.445199642400611,45.20867004563553",Chemin,,Goudron,202.35,"3,5 m",,,Assez bon
09f9cb20-1155-4c3c-a80e-f5b35a1d911a,"6.445199642400608,45.2086700456355","6.445560171668721,45.20864806897374",Chemin,,Gravier,28.44,"2,00 m",,,Bon
1374ba4e-33db-46e0-ac34-266e28fdf195,"6.445199642400608,45.2086700456355","6.44521540811722,45.203566948271664",Chemin,,Gravier,581.62,"3,5 m",,,Assez bon
68a263d4-eed2-42e2-a61f-2697a7f3a1b7,"6.438506691891758,45.183912449693864","6.439550877602633,45.18366546018384",Chemin,,Herbe + terre,127.03,"2,00 m",,,Bon
f7896e5c-55b9-4b69-9c97-6902c4be0ab8,"6.438350141991884,45.18435765157803","6.438506691891758,45.183912449693864",Route,,Goudron,52.77,"3,5 m",,,
0389789a-4723-41ef-aa80-c6e611d3472d,"6.41516528246542,45.18859302121799","6.419853956151359,45.184398640825215",Sentier,,Cailloux + herbe,1282.52,"0,4 m",,,Mauvais
f48f2d76-6045-49a1-8b0a-307f3117602b,"6.419853956175439,45.18439864103529","6.417397567961022,45.18131840632659",Sentier,,Cailloux + herbe,470.19,"0,4 m",,,Assez bon
5763e834-1933-48c5-8e01-98ef030e7340,"6.421859287770348,45.1685053916343","6.423428372974984,45.168499530416234",Sentier,,Herbe + terre,192.57,"0,8 m",,,Assez bon
a78cfbb1-4283-4574-8ca1-62525e4233f4,"6.426894045664429,45.17324025004833","6.426426094778146,45.17324097419542",Sentier,,Herbe + terre,39.06,"1,2 m",,,Bon
2a9e5003-3e3d-4c96-a540-2e778c3de225,"6.418510956686382,45.193770895442704","6.418908287782608,45.193791389764804",Sentier,,Cailloux + terre,31.41,"0,8 m",,,Bon
926e98ad-ce9d-48ff-935e-24103ec974e6,"6.448968729501616,45.215776000378014","6.44667275702474,45.21524695142762",Sentier,,,547.93,,,,
f62e0edb-065c-47d2-a38c-27c517332cbb,"6.44667275702474,45.21524695142762","6.444162210445146,45.214717896939",Chemin,,Cailloux + terre,206.75,"2,00 m",,,Bon
15a5a91c-39bc-474a-b7db-6d1c5736e32c,"6.44901432494335,45.22298380358949","6.451739450656004,45.221640556991204",Chemin,,Cailloux + terre,267.13,"2,00 m",,,Bon
4dfdde1b-f014-413e-911d-41e59fc13779,"6.52611516413829,45.21422054135249","6.525753980771669,45.21416023758863",Chemin,,Terre,2021-08-29 00:00:00,"2,00 m",,,Bon
f0c465cd-76a3-4dc2-8d98-948ce297e1d7,"6.428048925990749,45.08023239844084","6.42661995666944,45.07959087092458",Sentier,,Cailloux + herbe,139.46,"0,4 m",,,Assez bon
4d1dbc79-295c-42b9-bdef-76c8f62c0f9e,"6.433076896314577,45.15801231551903","6.433955889221569,45.157994599730245",Chemin,,Gravier,69.29,"3,5 m",,,Bon
581d3898-f0d3-43c8-859c-b5d87aa32c93,"6.424283877454669,45.15101803505135","6.422099191847122,45.149199347578595",Chemin,,Herbe + terre,293.69,"2,00 m",,,Bon
77c57d35-91d2-4e26-954d-961c4f964524,"6.472254723493976,45.28354632153817","6.472294002447055,45.283311936174385",Chemin,,Goudron,28.23,"2,00 m",,,Bon
e80407e0-feb1-4946-a744-2da7e2293ddb,"6.423469824130843,45.07886298313571","6.424676817012239,45.0781224254001",Sentier,,Cailloux + herbe,131.42,"0,4 m",,,Assez bon
02adbbac-016c-4c8d-8eea-6f8bcda9c28d,"6.578048217237232,45.20122037089748","6.577411102624023,45.2011853029241",Chemin,,,51.07,0,,,
25bc528e-1676-4899-801a-4cfff39f5592,"6.535180068451397,45.15960449226804","6.53999198869309,45.15756591908161",Sentier,,Cailloux + terre,521.73,"0,4 m",,,Mauvais
1beae37f-8cb1-47f6-bd95-911edcad4436,"6.539589840933523,45.099341689613695","6.542516894080351,45.09236387675035",Inexistant,,,875.91,,,,
64655510-0f09-4473-ab6d-de0430f7b392,"6.566657543598029,45.11191754996914","6.566939121728158,45.11309864561454",Sentier,,Cailloux + gravier,165.03,"0,4 m",,,Mauvais
4180b1ce-83f4-4e23-af2c-3c7d8acff19a,"6.485607003259814,45.084901884069154","6.484840828215703,45.085275437835435",Chemin,,Cailloux + terre,73.3,"2,00 m",,,Bon
95f33d67-93c3-4004-bb8c-61694cce8a2a,"6.459217426480797,45.05403404616215","6.457903587124754,45.0540080106806",Sentier,,Cailloux + terre,105.29,"0,4 m",,,Assez bon
fddef039-6261-4087-8473-b6edd25d02a9,"6.574228308693375,45.19733333591926","6.573830428879676,45.19782432767047",Sentier,,Cailloux + terre,63.33,"0,4 m",,,Assez bon
0d97516a-30a6-48b2-a0ac-72a96c975f57,"6.473917725675168,45.08673480243404","6.475389949748849,45.086353726881924",Chemin,,Cailloux + terre,129.55,"2,00 m",,,Bon
ed5d5cf7-ed9d-425f-aa65-e1297b52c9f3,"6.423496311320753,45.16213070007082","6.422412797263939,45.16174685870022",Chemin,,Terre,141.61,"2,00 m",,,Bon
f001f719-3bd5-4772-9e0c-dfb7cf91111c,"6.461672836852837,45.08628307563422","6.462013568754431,45.08621248042762",Sentier,,Cailloux + gravier,2021-09-29 00:00:00,"0,4 m",,,Bon
def09665-e5c2-44ca-bd51-5fd3f51722ee,"6.42019366693367,45.14640217745611","6.420040319435314,45.145781810852874",Route,,,69.99,,,,
2fc102f9-7643-4831-979e-305d741a7171,"6.414605989637153,45.11916087260872","6.415803230961017,45.12577414156295",Inexistant,,Herbe + terre,791.11,,,,Mauvais
2c00dad4-65b8-4283-9240-53a8e294a773,"6.412729532920507,45.119010706300074","6.413095029954485,45.1189831426277",Inexistant,,Herbe + terre,36.79,,,,Mauvais
2d1d9cbe-3dc1-497e-9330-4a5c58b39c7f,"6.420638873842953,45.1687869654095","6.422013048809191,45.170505440183824",Inexistant,,,244.3,,,,
9c34f072-937f-47e2-ae33-4a648e5df454,"6.445050142616513,45.2095987725278","6.445399239399713,45.209868796672204",Sentier,,,40.97,,,,
a8c433c4-53ff-4b25-be27-a5eeee86a888,"6.454368865322234,45.23827651372018","6.452264270700669,45.23696982085419",Sentier,,,237.6,,,,
3a8b8e47-f775-484d-9cc4-1f438fd3c392,"6.450012393152142,45.23709170118014","6.448057405785369,45.24010450643477",Route,,,390.37,,,,
b57f161b-15d1-4beb-907e-7b568b31cca2,"6.559713773413158,45.23169018046441","6.561409027013806,45.229519359219054",Sentier,,,297.55,,,,
e31ce480-c082-49ea-97e8-18cde01d32ab,"6.496017066264894,45.2480448689072","6.49962259502656,45.24832372505966",Sentier,,,344.93,,,,
898fac07-46df-41c3-88be-e0da345edb05,"6.496017066264894,45.2480448689072","6.495138395191807,45.2467873795113",Sentier,,Cailloux + herbe,193.7,"1,2 m",,,Bon
ea7db7d2-b37b-4778-9551-7604b8a86686,"6.459834081882449,45.25034043633436","6.459837928174856,45.2493598697752",Sentier,,,142.64,,,,
5aee684a-3b9b-420b-9567-20f432e4db8a,"6.460146336030907,45.24905373799208","6.460162277876706,45.24846332749324",Sentier,,,86.05,,,,
71fad800-1dd3-4429-b90e-0774b7c0c5ba,"6.445392235013718,45.205529976846655","6.445662095517383,45.20554322628153",Chemin,,Herbe,21.25,"2,00 m",,,
7b35c511-b938-4795-8288-33c29e99300c,"6.445463612073834,45.20970250614403","6.445414753530085,45.210390051917145",Sentier,,,98.54,,,,
70fcfb08-2f11-41bd-aa4c-e75e8524e3a7,"6.434027717629852,45.16623475682741","6.433112824080589,45.16485499671213",Chemin,,Terre,172.36,"3,5 m",,,Bon
f324d834-8081-437f-9ff0-4e82bce114a5,"6.508657592261309,45.23446697257483","6.513349131101304,45.23515936711839",Sentier,,Herbe,748.77,,,,Mauvais
,"6.483480546029284,45.214806701424145","6.477722061934184,45.22060987623217",,,,852.23,,,,
516e2932-22d2-4c6b-9c8e-72845dac4671,"6.491517182231084,45.16889547600367","6.489817388091311,45.17028350483798",Chemin,,Gravier,205.76,"3,5 m",,,Bon
,"6.491517182231084,45.16889547600367","6.489306198670784,45.16992265276789",,,,220.46,,,,
,"6.417930156757119,45.12033398449925","6.418965825728247,45.12395023181278",,,,420.47,,,,
afb46191-62ae-42e6-b6f1-fca3d1656909,"6.427760955882958,45.180924567557916","6.427797603089412,45.18127638600727",Route,,Goudron,39.21,4,,,Bon
aa5e5657-9583-4a6f-95dc-bc6df95b0bb3,"6.459900178836395,45.237925753736214","6.460188211468784,45.23925308831353",Sentier,,Herbe + terre,149.78,"1,2 m",,,Bon
eb08f484-69c5-4dad-bdd2-83ff57af213a,"6.448057405785369,45.24010450643477","6.453001981497929,45.24130223188295",Route,,Goudron,458.93,2,,,Bon
dfcdcfa2-d014-4605-ba6b-bed7d528759a,"6.44679938285868,45.240926717603074","6.4470958289819,45.241340124731536",Route,,Goudron,53.78,,,,Bon
,"6.460137250549259,45.23372845404342","6.459997775000216,45.232716018900305",,,,444.52,,,,
,"6.457342820345865,45.2365749445058","6.45783859630277,45.240327731485735",,,,447.79,,,,
,"6.44679938285868,45.240926717603074","6.444895281759852,45.241347721264546",,,,160.25,,,,
,"6.444895281759852,45.241347721264546","6.444254080153558,45.24007403575142",,,,172.34,,,,
7914bea9-ad23-4dee-ada8-38efee7658fd,"6.470824065466983,45.22134657659639","6.472312046480011,45.220182108831466",Route,,Goudron,181.63,3.5,,,Bon
,"6.471989141815346,45.22021548017696","6.472250959583276,45.2200182730584",,,,73.6,,,,
b28700f5-7258-4427-99c3-6471605aa623,"6.481006322396065,45.227449150094785","6.482422566479814,45.23041917250161",Sentier,,Cailloux + terre,494,"0,8 m",,,Bon
f211ff48-fcd6-4974-ae01-79ef59d0bac2,"6.481276697808386,45.23226236016101","6.480586561154809,45.233130939126404",Route,,,122.89,,,,
,"6.481276697808386,45.23226236016101","6.481361569164656,45.23301443831621",,,,363.9,,,,
,"6.474069429495967,45.24997056026857","6.47386348719905,45.25254417603271",,,,302.72,,,,
8fe75292-290e-4562-9189-41732ce81387,"6.47386348719905,45.25254417603271","6.473445063223014,45.25241577533712",Chemin,,Gravier,57.15,"2,00 m",,,Bon
64ee1104-682c-4667-8a5d-720686e61bdc,"6.489756048729456,45.22468662408582","6.485060035046942,45.226319001651",Route,,Goudron,430.25,4,,,Bon
41f28937-48b1-4f47-8c83-8c22c3f52089,"6.480248859960282,45.18633837454835","6.480680592895302,45.18578193341151",Route,,Goudron,70.83,"3,5 m",,,Bon
5063d7f3-e79e-4a8d-a35e-7b2f2b64c460,"6.492948717532303,45.17594320910122","6.491483857775741,45.178687025219396",Route,,Goudron,329.62,4,,,Bon
,"6.492837754317295,45.17382816976637","6.492948717532303,45.17594320910122",,,,253.16,,,,
9c527819-d6b4-4efa-a614-2a9fd62c13bb,"6.497707777763252,45.17549907991147","6.498284731101229,45.1741688878655",Chemin,,Terre,159.42,"3,5 m",,,Bon
7895ca8c-0578-4405-9528-f89cd93659c2,"6.444326224142043,45.20282952258574","6.440486691267301,45.20808072818182",Chemin,,Cailloux + terre,2089.91,"3,5 m",,,Bon
7895ca8c-0578-4405-9528-f89cd93659c2,"6.440486691267301,45.20808072818182","6.438939499507345,45.20569148957443",Chemin,,Cailloux + terre,295.53,"3,5 m",,,Bon
fe2f7eb6-3c73-4e16-a46c-ce010c006dec,"6.47095827715921,45.21333929493407","6.470517948761555,45.213286217927894",Route,,Goudron,36.22,4,,,Bon
3a11c095-0382-47ea-b26d-26b6c5d4b90e,"6.458304100809679,45.218302089271134","6.45844310942142,45.21710765182148",Route,,Gravier,183.98,"2,00 m",,,Bon
fe2f7eb6-3c73-4e16-a46c-ce010c006dec,"6.470517948761555,45.213286217927894","6.46783291247263,45.212062098602395",Route,,Goudron,310.6,4,,,Bon
,"6.470517948761555,45.213286217927894","6.458304100809679,45.218302089271134",,,,1262.24,,,,
,"6.4583396,45.258409499999985","6.4613929,45.2594656",,,,450.57,,,,
,"6.4626908,45.2600663","6.463008190134543,45.262459279762965",,,,480.39,,,,
,"6.460515197994416,45.254984854201","6.4583396,45.258409499999985",,,,447.39,,,,
,"6.4621155,45.259736199999985","6.4626908,45.2600663",,,,64.88,,,,
,"6.4621155,45.259736199999985","6.4613929,45.2594656",,,,72.08,,,,
,"6.4826824,45.2483634","6.493397739621153,45.24751440932391",,,,1641.35,,,,
,"6.482654930804268,45.24862722373853","6.481630781875237,45.249429525834735",,,,197.96,,,,
20854d98-4f84-4831-841d-eeb83f278b19,"6.513349131507522,45.23515936659344","6.51460019134131,45.234567339322",Sentier,,Cailloux + herbe,124.56,"0,8 m",,,Bon
,"6.4795093,45.2394702","6.477700076231821,45.23846658954009",,,,553.73,,,,
,"6.486447355367554,45.22776192285775","6.4805064,45.2390052",,,,1494.54,,,,
,"6.4775668,45.2427071","6.4782893,45.24067560000002",,,,247.96,,,,
,"6.4741022,45.2488256","6.474069429495967,45.24997056026857",,,,132.27,,,,
